flex1,flex2,flex3,flex4,flex5,x,y,z,face,SIGN
2,2,131,152,1888,293.56,52.38,-5.19,0.002,Xin Chào
1,1,141,129,1888,286.06,59.13,8.19,0.001,Xin Chào
1,2,212,1,1889,277.0,60.81,21.31,0.002,Xin Chào
-1,2,149,1,1889,274.69,58.38,18.81,0.001,Xin Chào
1,3,79,171,1888,286.44,60.44,1.75,0.001,Xin Chào
1,1,1,22,1889,303.56,59.0,-20.06,0.002,Xin Chào
0,1,75,55,1888,317.56,52.38,-34.06,0.0,Xin Chào
1,1,48,95,1889,320.19,49.06,-36.81,0.001,Xin Chào
1,0,146,154,1889,308.19,54.19,-27.81,0.003,Xin Chào
0,2,91,2,1888,290.12,58.69,-5.62,0.002,Xin Chào
1,2,75,1,1888,273.75,55.75,12.75,0.003,Xin Chào
0,2,69,2,1889,268.5,53.81,17.87,0.01,Xin Chào
2,0,34,1,1888,275.12,57.75,11.88,0.006,Xin Chào
0,1,110,103,1888,294.31,60.06,-14.0,0.002,Xin Chào
2,2,77,7,1889,315.0,54.31,-34.75,0.003,Xin Chào
179,1,218,107,1889,320.81,49.75,-43.56,0.002,Xin Chào
1,1,143,217,1889,311.0,55.19,-34.81,0.193,Xin Chào
0,1,71,161,1889,292.0,62.31,-10.25,0.185,Xin Chào
55,2,33,16,1889,273.0,59.19,20.75,0.175,Xin Chào
2,1,4,11,1888,261.5,54.5,31.5,0.165,Xin Chào
1,1,3,8,1888,267.56,59.69,27.5,0.102,Xin Chào
0,1,19,27,1888,287.5,66.94,1.0,0.111,Xin Chào
940,1,50,67,1889,310.19,61.31,-32.75,0.185,Xin Chào
1399,2,69,204,1889,315.12,54.88,-42.38,0.233,Xin Chào
1,0,59,187,1888,308.56,59.75,-31.87,0.204,Xin Chào
0,1,9,11,1889,292.37,68.56,-4.31,0.213,Xin Chào
0,2,1,5,1888,269.81,65.62,31.56,0.197,Xin Chào
2,1,3,2,1889,256.37,57.56,45.06,0.175,Xin Chào
1,1,1,13,1888,262.81,61.69,40.06,0.171,Xin Chào
1,1,2,72,1889,285.0,70.94,4.75,0.164,Xin Chào
1,1,9,45,1889,305.94,63.19,-40.31,0.135,Xin Chào
1402,0,82,166,1889,308.81,55.63,-49.81,0.048,Xin Chào
0,1,82,101,1888,301.37,64.75,-32.31,0.001,Xin Chào
1,1,1,13,1888,282.94,69.31,25.37,0.001,Xin Chào
2,2,1,36,1889,263.5,59.75,54.88,0.004,Xin Chào
1,0,1,260,1888,264.56,60.63,51.31,0.012,Xin Chào
0,1,2,162,1889,283.0,68.69,12.94,0.002,Xin Chào
1,1,1,89,1889,306.37,61.0,-31.94,0.009,Xin Chào
1,2,1,60,1888,322.81,47.88,-51.06,0.016,Xin Chào
1,2,2,40,1888,319.12,51.88,-54.75,0.002,Xin Chào
0,0,0,78,1888,305.81,63.13,-34.44,0.002,Xin Chào
1,1,2,4,1888,283.62,67.56,10.44,0.001,Xin Chào
0,2,1,2,1889,261.62,60.94,36.56,0.002,Xin Chào
1,1,2,2,1889,255.25,56.88,42.88,0.002,Xin Chào
1,2,0,1,1888,265.87,63.69,30.56,0.002,Xin Chào
1,2,1,6,1888,287.5,69.5,-11.0,0.001,Xin Chào
1,0,1,11,1889,307.94,62.19,-42.94,0.001,Xin Chào
1,1,1,2,1889,309.19,58.31,-46.94,0.001,Xin Chào
1,3,1,3,1889,296.94,64.37,-27.12,0.001,Xin Chào
3,1,1,4,1888,282.19,65.31,5.31,0.001,Xin Chào
1,3,2,0,1888,268.75,61.44,29.81,0.001,Xin Chào
1,2,2,2,1889,268.94,63.75,32.56,0.006,Xin Chào
-1,2,2,1,1889,284.31,69.75,9.81,0.002,Xin Chào
1,1,1,0,1888,312.56,63.06,-25.94,0.008,Xin Chào
759,1,108,178,1888,326.62,46.81,-43.5,0.002,Xin Chào
1,2,32,168,1888,315.31,53.81,-35.25,0.001,Xin Chào
2,1,11,1,1889,294.94,64.25,-5.5,0.0,Xin Chào
2,1,0,1,1889,270.06,64.12,32.5,0.003,Xin Chào
1,1,0,1,1889,274.44,66.87,40.5,0.001,Xin Chào
1,-1,1,2,1889,298.06,69.69,-10.94,0.011,Xin Chào
2,2,2,17,1888,322.94,56.31,-44.63,0.001,Xin Chào
1,1,17,155,1889,333.37,45.25,-54.81,0.002,Xin Chào
0,1,88,267,1888,323.12,50.94,-49.44,0.001,Xin Chào
0,1,20,43,1889,304.56,63.63,-26.12,0.011,Xin Chào
2,2,2,429,1888,284.25,65.87,16.81,0.002,Xin Chào
992,1,38,431,1888,269.75,62.13,31.25,0.005,Xin Chào
1,2,259,668,1889,273.06,65.19,28.12,0.001,Xin Chào
1,1,32,478,1888,291.31,67.5,-1.25,0.02,Xin Chào
1,2,11,497,1889,314.44,60.94,-27.5,0.008,Xin Chào
0,2,5,357,1889,311.12,59.06,-34.69,0.001,Xin Chào
0,0,2,518,1888,302.12,67.12,-16.81,0.001,Xin Chào
3,0,3,463,1888,283.56,68.81,19.37,0.001,Xin Chào
0,1,2,518,1889,266.37,63.0,46.75,0.001,Xin Chào
0,0,7,594,1888,255.31,56.25,50.63,0.012,Xin Chào
1,1,31,433,1888,254.69,57.81,47.19,0.001,Xin Chào
