flex1,flex2,flex3,flex4,flex5,x,y,z,face,SIGN
2,1,2,38,1888,33.63,-40.38,11.13,0.001,Hẹn Hò
0,2,0,19,1888,33.63,-40.38,11.0,0.002,Hẹn Hò
0,1,1,21,1889,33.63,-40.44,11.0,0.001,Hẹn Hò
1,2,1,20,1889,33.56,-40.44,11.19,0.001,Hẹn Hò
2,2,0,1,1888,32.69,-41.88,23.75,0.002,Hẹn Hò
-1,2,1,1,1889,40.06,-32.81,42.75,0.001,Hẹn Hò
7,1,1,0,1889,52.25,-24.31,32.19,0.003,Hẹn Hò
29,1,153,53,1888,77.62,-19.0,31.69,0.0,Hẹn Hò
6,562,2551,1021,1889,103.56,-3.87,37.5,0.001,Hẹn Hò
1806,3448,6783,1027,1888,115.25,9.94,39.13,0.001,Hẹn Hò
3350,4759,9055,634,1889,123.37,19.62,35.94,0.001,Hẹn Hò
3809,5937,9469,175,1904,130.56,25.25,33.31,0.002,Hẹn Hò
4506,6646,8801,111,1905,136.94,27.0,31.25,0.001,Hẹn Hò
3763,5860,8030,1,1920,141.5,29.06,30.19,0.003,Hẹn Hò
3379,6094,6797,1,1920,143.87,36.75,28.19,0.002,Hẹn Hò
3302,6191,6593,0,1904,145.19,44.94,21.37,0.003,Hẹn Hò
2895,5496,6283,2,1888,144.25,52.13,11.44,0.002,Hẹn Hò
2310,4467,5646,1,1889,141.31,57.63,4.62,0.003,Hẹn Hò
1561,4179,6320,2,1888,138.94,67.44,1.12,0.002,Hẹn Hò
1375,3946,1901,1,1889,136.5,74.31,-2.62,0.002,Hẹn Hò
1442,3456,440,0,1888,131.75,77.44,2.25,0.002,Hẹn Hò
900,3577,2,0,1889,127.94,77.44,9.56,0.002,Hẹn Hò
934,3215,0,1,1905,124.69,77.81,14.25,0.001,Hẹn Hò
1039,3566,2,81,1920,120.75,77.87,24.06,0.001,Hẹn Hò
1330,3662,2,213,1920,110.0,76.31,38.0,0.001,Hẹn Hò
1310,3923,1,111,1936,97.94,72.5,42.44,0.001,Hẹn Hò
1304,3855,1,3,1936,93.19,70.37,48.88,0.001,Hẹn Hò
1230,3609,1,2,1936,93.0,70.06,51.06,0.001,Hẹn Hò
1265,3785,3,1,1921,95.56,71.31,49.25,0.004,Hẹn Hò
1447,3838,2,0,1920,96.44,71.56,47.38,0.002,Hẹn Hò
1064,3992,1,1,1920,96.87,71.75,46.94,0.001,Hẹn Hò
926,3986,1,2,1936,97.94,72.44,47.44,0.001,Hẹn Hò
889,3846,1,1,1936,99.31,73.5,47.94,0.0,Hẹn Hò
816,4010,1,1,1936,99.37,73.56,48.63,0.001,Hẹn Hò
657,3978,1,1,1937,99.69,73.44,48.25,0.001,Hẹn Hò
753,4056,1,2,1920,99.81,73.56,48.5,0.003,Hẹn Hò
411,3352,-1,1,1888,100.25,73.25,48.56,0.001,Hẹn Hò
1,1574,4,0,1889,99.25,68.12,47.31,0.001,Hẹn Hò
0,1,1,1,1889,94.0,57.5,44.75,0.001,Hẹn Hò
3,0,1,0,1888,86.31,43.0,43.44,0.002,Hẹn Hò
1,2,1,0,1889,76.44,25.94,39.94,0.002,Hẹn Hò
1,2,2,1,1888,63.38,4.56,31.12,0.002,Hẹn Hò
1,2,1,136,1888,50.5,-16.69,27.19,0.0,Hẹn Hò
0,2,2,105,1888,40.44,-34.63,16.56,0.003,Hẹn Hò
2,2,2,681,1905,38.31,-40.06,21.94,0.003,Hẹn Hò
0,1,1,796,1936,36.94,-37.5,29.19,0.001,Hẹn Hò
2,0,2,1052,1905,37.56,-35.44,35.88,0.002,Hẹn Hò
0,2,0,1065,1905,37.94,-35.56,34.5,0.002,Hẹn Hò
1,1,1,1161,1905,38.0,-35.31,33.88,0.001,Hẹn Hò
1,2,1,1115,1904,38.44,-35.31,34.19,0.001,Hẹn Hò
3,1,0,855,1904,39.13,-35.38,34.06,0.001,Hẹn Hò
2,1,1,965,1904,39.69,-35.44,34.0,0.001,Hẹn Hò
-1,0,3,1077,1904,39.88,-35.44,34.0,0.003,Hẹn Hò
2,1,1,841,1904,40.38,-35.5,33.94,0.001,Hẹn Hò
2,2,1,912,1889,40.5,-35.56,33.88,0.002,Hẹn Hò
2,1,2,851,1889,40.63,-35.63,33.88,0.001,Hẹn Hò
1,0,3,752,1888,40.63,-35.63,33.81,0.002,Hẹn Hò
1,2,0,747,1888,40.63,-35.69,33.81,0.001,Hẹn Hò
1,0,1,879,1889,40.56,-35.69,33.81,0.002,Hẹn Hò
0,1,0,736,1904,40.69,-35.75,33.81,0.002,Hẹn Hò
1,1,1,691,1888,40.75,-35.75,33.81,0.0,Hẹn Hò
-1,1,1,869,1889,40.81,-35.75,33.81,0.0,Hẹn Hò
1,2,2,785,1905,40.81,-35.81,33.75,0.001,Hẹn Hò
0,2,2,742,1889,40.81,-35.81,33.75,0.002,Hẹn Hò
1,1,0,837,1904,40.81,-35.81,33.75,0.002,Hẹn Hò
-1,2,1,845,1904,40.81,-35.81,33.75,0.001,Hẹn Hò
1,3,1,864,1888,40.81,-35.81,33.75,0.001,Hẹn Hò
2,2,1,853,1888,40.81,-35.81,33.75,0.001,Hẹn Hò
2,3,1,751,1889,40.81,-35.81,33.75,0.002,Hẹn Hò
0,-1,-1,760,1889,40.81,-35.81,33.75,0.001,Hẹn Hò
2,2,1,763,1888,40.81,-35.81,33.75,0.001,Hẹn Hò
0,1,0,689,1889,40.81,-35.81,33.75,0.001,Hẹn Hò
-1,1,1,714,1888,40.81,-35.81,33.75,0.001,Hẹn Hò
0,2,1,681,1889,40.81,-35.81,33.75,0.0,Hẹn Hò
1,1,1,747,1889,40.81,-35.81,33.75,0.001,Hẹn Hò
0,1,2,671,1889,40.81,-35.81,33.75,0.001,Hẹn Hò
2,0,3,610,1889,40.81,-35.81,33.75,0.001,Hẹn Hò
1,2,2,683,1888,40.81,-35.81,33.75,0.001,Hẹn Hò
1,2,1,785,1889,40.81,-35.81,33.75,0.002,Hẹn Hò
0,1,1,955,1889,40.81,-35.81,33.75,0.002,Hẹn Hò
1,2,2,725,1889,40.81,-35.81,33.75,0.001,Hẹn Hò
3,1,0,713,1889,40.81,-35.81,33.75,0.002,Hẹn Hò
2,1,2,824,1888,40.81,-35.81,33.75,0.002,Hẹn Hò
1,1,1,877,1888,40.81,-35.81,33.75,0.002,Hẹn Hò
1,1,0,914,1889,40.81,-35.81,33.75,0.001,Hẹn Hò
0,2,1,907,1889,40.81,-35.81,33.75,0.001,Hẹn Hò
0,1,2,847,1889,40.81,-35.81,33.75,0.002,Hẹn Hò
1,2,0,722,1888,40.81,-35.81,33.75,0.002,Hẹn Hò
1,0,1,526,1889,40.81,-35.81,33.75,0.0,Hẹn Hò
1,2,0,541,1888,40.81,-35.81,33.75,0.0,Hẹn Hò
2,3,1,498,1888,40.81,-35.81,33.75,0.001,Hẹn Hò
2,1,1,515,1888,40.81,-35.81,33.75,0.002,Hẹn Hò
1,2,0,618,1888,40.81,-35.81,33.75,0.001,Hẹn Hò
-1,2,0,612,1889,40.81,-35.81,33.75,0.002,Hẹn Hò
0,2,1,646,1888,40.81,-35.81,33.75,0.002,Hẹn Hò
2,0,1,652,1889,40.81,-35.81,33.75,0.002,Hẹn Hò
2,2,2,755,1889,40.81,-35.81,33.75,0.002,Hẹn Hò
3,1,1,620,1888,40.81,-35.81,33.75,0.002,Hẹn Hò
-1,2,1,666,1905,40.81,-35.81,33.81,0.001,Hẹn Hò
1,3,0,5,1889,40.31,-37.69,34.69,0.001,Hẹn Hò
1,2,0,0,1889,45.31,-39.63,28.19,0.002,Hẹn Hò
2,1,0,3,1889,58.31,-26.69,30.25,0.002,Hẹn Hò
15,0,0,66,1889,77.19,3.56,35.13,0.001,Hẹn Hò
1435,366,736,827,1888,99.56,22.31,39.31,0.001,Hẹn Hò
1828,3676,5500,343,1905,110.56,29.19,35.81,0.001,Hẹn Hò
2967,5718,8199,2,1889,117.56,31.94,32.75,0.002,Hẹn Hò
3332,5778,6855,42,1904,126.56,36.63,35.19,0.001,Hẹn Hò
4387,5649,7286,557,1904,131.0,42.5,38.31,0.001,Hẹn Hò
2975,5057,7044,2,1904,132.31,47.44,38.69,0.001,Hẹn Hò
2874,4158,6580,1,1904,130.5,53.25,36.0,0.001,Hẹn Hò
2899,3616,6252,2,1904,130.06,62.06,32.13,0.001,Hẹn Hò
3415,4129,5806,1,1904,132.75,69.56,24.56,0.002,Hẹn Hò
3132,4093,5472,2,1904,134.31,72.62,15.19,0.001,Hẹn Hò
2566,3936,5310,0,1905,133.62,73.25,13.94,0.002,Hẹn Hò
2730,4045,4600,2,1889,132.69,73.44,18.94,0.001,Hẹn Hò
1772,3561,2503,0,1888,133.94,78.44,34.25,0.001,Hẹn Hò
821,2966,1041,1,1889,132.81,81.75,65.06,0.001,Hẹn Hò
1072,3117,6,125,1889,125.75,78.94,85.12,0.002,Hẹn Hò
417,2632,11,104,1888,114.62,74.62,89.44,0.001,Hẹn Hò
357,2865,0,98,1969,98.81,69.44,86.81,0.001,Hẹn Hò
486,3066,1,13,1985,84.31,63.94,82.37,0.001,Hẹn Hò
555,2862,0,20,2000,80.81,61.31,82.25,0.002,Hẹn Hò
600,3104,2,8,1985,81.31,61.5,81.37,0.002,Hẹn Hò
629,3186,1,9,1984,82.44,62.44,78.75,0.001,Hẹn Hò
412,3208,1,1,1969,84.19,63.19,77.87,0.002,Hẹn Hò
739,3209,0,2,1969,84.06,63.0,77.44,0.002,Hẹn Hò
961,3001,1,0,1969,84.12,62.81,77.5,0.002,Hẹn Hò
947,2990,1,3,1969,84.56,63.0,77.44,0.001,Hẹn Hò
821,2928,1,1,1969,85.12,63.25,76.75,0.002,Hẹn Hò
576,3102,1,1,1969,85.62,62.75,74.87,0.001,Hẹn Hò
1,2818,2,1,1905,85.0,61.44,74.19,0.001,Hẹn Hò
1,2197,1,1,1889,84.56,59.44,72.44,0.002,Hẹn Hò
0,298,2,0,1888,81.75,53.81,63.56,0.001,Hẹn Hò
1,1,1239,15,1889,75.06,38.25,47.81,0.001,Hẹn Hò
1,0,106,51,1888,66.0,10.75,31.37,0.0,Hẹn Hò
1,1,1,10,1889,56.31,-15.88,24.75,0.001,Hẹn Hò
1,2,1,1,1889,47.13,-35.81,25.75,0.001,Hẹn Hò
1,1,2,257,1921,43.75,-44.94,25.87,0.001,Hẹn Hò
0,2,-1,2,1904,42.81,-37.19,28.37,0.001,Hẹn Hò
0,1,0,1,1905,43.38,-33.38,38.63,0.0,Hẹn Hò
1,3,1,1,1936,43.69,-33.06,39.63,0.002,Hẹn Hò
-1,2,3,-1,1920,43.88,-33.0,38.13,0.0,Hẹn Hò
3,1,0,2,1936,44.0,-32.88,38.5,0.001,Hẹn Hò
1,2,1,2,1936,44.31,-32.88,38.5,0.0,Hẹn Hò
2,2,1,2,1937,44.31,-32.94,38.5,0.001,Hẹn Hò
2,1,0,1,1937,44.38,-32.94,38.56,0.001,Hẹn Hò
0,2,2,0,1953,44.38,-32.94,38.56,0.001,Hẹn Hò
1,2,0,0,1937,44.5,-33.0,38.56,0.0,Hẹn Hò
0,3,-1,-1,1937,44.56,-33.0,38.5,0.001,Hẹn Hò
0,1,2,1,1936,44.69,-33.0,38.38,0.001,Hẹn Hò
2,0,1,0,1937,44.81,-33.0,38.25,0.001,Hẹn Hò
1,1,2,1,1921,44.94,-33.06,38.19,0.001,Hẹn Hò
0,1,3,2,1920,44.94,-32.94,38.0,0.001,Hẹn Hò
0,2,1,0,1920,44.69,-32.75,37.56,0.002,Hẹn Hò
1,0,1,0,1920,44.44,-32.63,37.06,0.004,Hẹn Hò
-1,1,2,2,1920,44.44,-32.69,36.44,0.003,Hẹn Hò
1,1,1,0,1904,44.38,-32.63,36.13,0.002,Hẹn Hò
2,0,0,2,1889,43.56,-32.44,36.63,0.001,Hẹn Hò
1,1,2,3,1889,42.75,-31.94,36.88,0.002,Hẹn Hò
0,0,1,2,1888,42.44,-31.75,36.88,0.003,Hẹn Hò
1,1,1,1,1888,42.44,-31.62,36.44,0.001,Hẹn Hò
0,0,1,0,1888,42.88,-31.81,35.69,0.001,Hẹn Hò
1,0,1,0,1888,43.19,-32.06,35.0,0.002,Hẹn Hò
0,1,2,2,1888,43.19,-32.19,35.0,0.004,Hẹn Hò
1,1,1,-1,1888,43.19,-32.38,35.38,0.001,Hẹn Hò
-1,1,2,1,1904,43.5,-32.88,36.25,0.001,Hẹn Hò
1,1,0,2,1888,44.38,-33.19,35.81,0.001,Hẹn Hò
1,1,1,0,1888,44.75,-33.31,35.31,0.0,Hẹn Hò
1,2,1,1,1904,44.88,-33.38,35.25,0.002,Hẹn Hò
1,0,1,1,1904,45.0,-33.44,35.44,0.002,Hẹn Hò
-1,0,1,1,1904,45.25,-33.56,35.94,0.001,Hẹn Hò
1,0,0,1,1921,45.63,-33.63,36.69,0.003,Hẹn Hò
2,1,1,2,1921,45.69,-33.69,37.06,0.002,Hẹn Hò
1,2,1,1,1920,45.69,-33.69,37.19,0.001,Hẹn Hò
0,1,2,1,1937,45.69,-33.63,37.19,0.003,Hẹn Hò
1,1,2,3,1937,45.63,-33.63,36.88,0.002,Hẹn Hò
2,1,0,1,1905,45.56,-33.63,36.75,0.001,Hẹn Hò
0,2,1,3,1889,45.63,-33.69,36.63,0.001,Hẹn Hò
2,1,1,1,1889,45.56,-33.75,36.56,0.002,Hẹn Hò
1,2,2,1,1905,45.44,-33.75,36.56,0.001,Hẹn Hò
1,0,2,1,1889,45.5,-33.75,36.63,0.001,Hẹn Hò
-1,1,1,2,1921,46.0,-34.06,36.31,0.001,Hẹn Hò
1,0,1,2,2032,46.75,-34.5,35.81,0.0,Hẹn Hò
-1,2,1,1,2032,47.06,-34.63,35.88,0.001,Hẹn Hò
-2,1,1,3,1985,47.5,-34.75,36.13,0.001,Hẹn Hò
0,1,0,1,1936,48.19,-35.0,36.69,0.001,Hẹn Hò
1,0,2,2,1904,48.81,-35.25,36.81,0.002,Hẹn Hò
2,3,2,2,1889,49.31,-35.44,36.75,0.001,Hẹn Hò
0,1,1,2,1888,49.56,-35.44,36.75,0.002,Hẹn Hò
2,1,1,1,1889,49.75,-35.31,36.88,0.002,Hẹn Hò
2,0,1,0,1888,49.81,-35.25,37.25,0.001,Hẹn Hò
1,2,-1,2,1889,49.69,-35.19,37.56,0.002,Hẹn Hò
1,1,2,2,1889,49.5,-35.06,37.75,0.0,Hẹn Hò
0,1,2,1,1889,49.44,-34.88,37.81,0.0,Hẹn Hò
1,1,2,1,1889,49.31,-34.88,37.44,0.001,Hẹn Hò
2,2,1,0,1888,49.13,-35.13,35.88,0.003,Hẹn Hò
1,2,1,2,1889,49.0,-35.13,35.06,0.002,Hẹn Hò
1,1,1,2,1889,49.0,-35.13,34.19,0.001,Hẹn Hò
1,0,0,1,1888,49.06,-35.19,33.44,0.001,Hẹn Hò
1,2,0,2,1888,49.13,-35.25,32.94,0.001,Hẹn Hò
2,0,1,-1,1888,49.31,-35.44,32.44,0.002,Hẹn Hò
0,0,1,1,1889,49.25,-35.56,32.63,0.002,Hẹn Hò
0,1,1,2,1888,48.94,-35.5,33.44,0.002,Hẹn Hò
1,2,0,2,1889,48.81,-35.44,33.75,0.124,Hẹn Hò
1,1,-1,0,1888,48.63,-35.44,34.19,0.096,Hẹn Hò
0,1,1,2,1889,47.31,-34.44,39.81,0.055,Hẹn Hò
0,1,1,1,1888,48.06,-23.25,42.94,0.168,Hẹn Hò
25,3,337,444,1889,55.25,-6.94,44.88,0.124,Hẹn Hò
748,688,619,203,1889,70.69,9.06,45.06,0.128,Hẹn Hò
1529,2644,4515,1,1888,86.87,24.06,44.88,0.122,Hẹn Hò
2481,3966,7426,1,1889,103.37,32.31,45.69,0.065,Hẹn Hò
2970,4720,5247,1,1888,114.25,34.19,40.19,0.047,Hẹn Hò
3882,5597,3127,22,1889,117.5,33.19,35.0,0.005,Hẹn Hò
2935,5975,1477,8,1888,121.12,31.37,31.62,0.003,Hẹn Hò
3450,5751,1115,18,1920,128.75,32.56,30.56,0.003,Hẹn Hò
3280,5446,1367,-1,1921,133.56,36.38,29.44,0.003,Hẹn Hò
3144,5304,1423,3,1904,137.0,41.63,28.69,0.002,Hẹn Hò
2514,4454,1862,1,1905,139.06,48.5,27.19,0.002,Hẹn Hò
2639,4424,1191,0,1904,144.06,57.63,23.25,0.003,Hẹn Hò
2199,4255,694,0,1904,151.12,66.75,14.31,0.003,Hẹn Hò
2101,4111,762,0,1904,157.81,72.44,-0.31,0.002,Hẹn Hò
2218,4082,539,0,1905,156.69,74.0,-5.25,0.002,Hẹn Hò
1537,3913,337,1,1889,151.62,77.12,1.81,0.004,Hẹn Hò
817,2579,860,1,1889,146.12,83.06,31.69,0.003,Hẹn Hò
896,2846,246,6,1889,139.81,83.25,6.37,0.001,Hẹn Hò
805,3088,2,232,1889,131.94,80.69,83.06,0.002,Hẹn Hò
442,3113,2,287,1937,120.56,76.94,80.81,0.002,Hẹn Hò
159,3350,1,299,1953,109.31,72.81,76.56,0.001,Hẹn Hò
13,3245,0,11,1953,97.56,69.06,73.37,0.004,Hẹn Hò
33,3342,0,4,1952,89.81,65.75,71.94,0.001,Hẹn Hò
62,3541,2,8,1952,90.12,65.62,71.87,0.001,Hẹn Hò
89,3289,3,1,1952,90.75,66.06,69.19,0.001,Hẹn Hò
117,3589,0,1,1953,91.75,66.44,67.37,0.002,Hẹn Hò
113,3689,0,0,1952,92.19,66.5,66.69,0.001,Hẹn Hò
102,3900,0,1,1952,92.37,66.44,66.87,0.001,Hẹn Hò
78,3569,1,0,1936,92.75,66.31,67.19,0.002,Hẹn Hò
172,2989,-1,1,1936,92.81,65.19,65.56,0.002,Hẹn Hò
626,3098,3,2,1953,91.12,62.94,62.0,0.001,Hẹn Hò
1169,3835,2,0,1952,83.5,56.38,53.0,0.001,Hẹn Hò
2763,3935,1,2,1969,75.5,50.25,51.25,0.002,Hẹn Hò
2054,3340,2,1,1968,67.44,38.19,46.44,0.002,Hẹn Hò
2869,3366,2,3,1953,63.13,26.69,37.0,0.002,Hẹn Hò
2623,3370,2,3,1969,59.88,11.31,26.25,0.002,Hẹn Hò
527,2426,2,4,1888,54.5,-10.06,25.75,0.001,Hẹn Hò
4,1023,1,1,1904,49.0,-14.25,21.37,0.002,Hẹn Hò
111,1,1,0,1889,46.06,-21.94,27.69,0.003,Hẹn Hò
3,1,1,1,1889,38.75,-29.25,44.81,0.001,Hẹn Hò
2,0,1,1,1889,39.38,-29.25,45.69,0.001,Hẹn Hò
0,0,2,2,1888,39.94,-28.87,44.94,0.002,Hẹn Hò
-1,1,1,0,1889,39.94,-28.75,44.81,0.001,Hẹn Hò
1,1,0,4,1888,40.19,-28.75,44.88,0.001,Hẹn Hò
1,1,0,1,1888,40.19,-28.81,44.81,0.002,Hẹn Hò
1,1,1,0,1888,40.25,-28.87,44.81,0.0,Hẹn Hò
-1,1,1,1,1889,40.25,-28.94,44.75,0.001,Hẹn Hò
-1,3,0,1,1888,40.38,-28.94,44.69,0.002,Hẹn Hò
-2,0,1,1,1889,40.44,-29.0,44.69,0.001,Hẹn Hò
1,1,2,2,1888,40.5,-29.06,44.63,0.001,Hẹn Hò
1,1,3,1,1889,40.5,-29.12,44.63,0.001,Hẹn Hò
0,1,0,1,1889,40.56,-29.12,44.56,0.094,Hẹn Hò
1,3,1,1,1888,40.56,-29.12,44.56,0.003,Hẹn Hò
1,1,1,0,1889,40.5,-29.19,44.56,0.049,Hẹn Hò
1,3,1,2,1888,40.5,-29.19,44.56,0.002,Hẹn Hò
0,0,0,1,1889,40.5,-29.25,44.5,0.073,Hẹn Hò
-1,0,1,1,1888,40.5,-29.25,44.5,0.002,Hẹn Hò
0,2,2,1,1889,40.5,-29.25,44.5,0.021,Hẹn Hò
1,1,1,1,1888,40.5,-29.25,44.5,0.001,Hẹn Hò
-1,1,0,1,1888,40.5,-29.25,44.5,0.003,Hẹn Hò
1,1,0,2,1889,40.56,-29.19,44.38,0.006,Hẹn Hò
0,0,1,2,1889,41.0,-29.25,43.25,0.049,Hẹn Hò
1,-2,0,24,1888,41.5,-29.25,41.94,0.021,Hẹn Hò
1,1,1,5,1888,41.75,-29.31,41.38,0.039,Hẹn Hò
1,2,2,4,1921,42.19,-29.5,41.13,0.059,Hẹn Hò
0,0,0,4,1904,42.56,-29.62,41.0,0.047,Hẹn Hò
1,1,1,11,1889,42.94,-29.81,41.06,0.033,Hẹn Hò
-1,0,0,4,1888,43.63,-29.69,40.94,0.011,Hẹn Hò
0,1,0,11,1904,44.56,-29.75,40.63,0.001,Hẹn Hò
0,1,1,21,1888,45.69,-30.12,40.44,0.004,Hẹn Hò
1,2,0,119,1889,47.06,-30.44,40.0,0.03,Hẹn Hò
0,0,0,2,1889,46.38,-30.37,41.44,0.002,Hẹn Hò
0,1,0,2,1888,46.13,-30.25,42.31,0.001,Hẹn Hò
-1,2,2,2,1888,46.69,-30.19,42.94,0.002,Hẹn Hò
-1,3,3,0,1904,47.75,-30.31,43.13,0.002,Hẹn Hò
1,1,1,1,1904,48.56,-30.5,43.25,0.001,Hẹn Hò
1,0,1,2,1905,49.13,-30.62,43.75,0.019,Hẹn Hò
0,1,2,2,1888,49.44,-30.69,43.56,0.016,Hẹn Hò
2,1,0,2,1889,49.25,-30.62,42.63,0.011,Hẹn Hò
-1,2,1,1,1888,48.25,-30.25,42.38,0.003,Hẹn Hò
2,0,2,3,1888,46.75,-29.62,43.19,0.012,Hẹn Hò
0,1,1,0,1888,45.75,-29.19,43.5,0.002,Hẹn Hò
-1,1,1,1,1889,45.31,-28.87,44.06,0.002,Hẹn Hò
0,1,2,3,1889,45.38,-28.81,44.0,0.002,Hẹn Hò
1,2,1,2,1904,45.63,-28.75,43.81,0.008,Hẹn Hò
1,0,0,1,1920,46.38,-28.69,43.75,0.015,Hẹn Hò
1,0,0,2,1937,46.81,-28.62,44.25,0.035,Hẹn Hò
3,2,1,1,1968,47.13,-28.69,44.75,0.009,Hẹn Hò
-1,1,1,0,2000,47.56,-28.75,44.69,0.013,Hẹn Hò
0,1,1,0,2000,47.44,-28.87,44.38,0.035,Hẹn Hò
2,2,1,2,1969,47.0,-29.0,44.69,0.046,Hẹn Hò
1,1,0,1,1889,45.75,-29.0,46.06,0.005,Hẹn Hò
-1,0,1,1,1889,44.56,-29.06,46.38,0.004,Hẹn Hò
1,2,0,4,1888,44.19,-29.12,46.38,0.001,Hẹn Hò
0,-1,2,3,1888,43.81,-29.31,46.5,0.012,Hẹn Hò
1,-1,1,103,1889,43.69,-29.44,46.38,0.026,Hẹn Hò
1,0,1,2,1889,42.44,-29.81,46.19,0.001,Hẹn Hò
1,0,1,1,1889,40.19,-30.44,45.31,0.001,Hẹn Hò
2,1,1,2,1904,39.19,-30.5,45.25,0.001,Hẹn Hò
0,1,1,2,1920,39.19,-31.0,44.0,0.002,Hẹn Hò
2,1,1,2,1905,40.5,-31.37,42.81,0.001,Hẹn Hò
1,2,1,2,1905,41.0,-31.19,42.94,0.0,Hẹn Hò
0,2,0,1,1904,40.81,-30.75,43.44,0.001,Hẹn Hò
1,1,0,2,1889,39.13,-27.06,41.13,0.043,Hẹn Hò
514,1,362,34,1888,44.75,-17.69,33.56,0.001,Hẹn Hò
929,1201,2239,251,1888,54.75,-6.69,27.5,0.037,Hẹn Hò
1800,3322,5774,357,1904,73.5,3.75,32.13,0.001,Hẹn Hò
3084,5957,7292,1,1921,96.69,16.94,44.44,0.003,Hẹn Hò
3253,5304,7137,1,1904,115.81,26.87,44.56,0.002,Hẹn Hò
3504,5250,6980,3,1936,123.44,33.31,41.69,0.003,Hẹn Hò
3200,5386,6292,2,1953,126.12,38.81,41.44,0.007,Hẹn Hò
2603,5285,6208,1,2000,128.44,44.63,40.69,0.003,Hẹn Hò
2474,5329,6113,1,2000,131.62,50.88,35.44,0.005,Hẹn Hò
2064,4749,5658,-1,2001,137.0,59.5,29.44,0.012,Hẹn Hò
1942,4649,4622,1,2000,141.75,66.06,22.25,0.002,Hẹn Hò
1349,4218,3077,2,1904,143.69,72.62,24.5,0.074,Hẹn Hò
877,3610,1464,1,1889,140.69,76.87,32.88,0.022,Hẹn Hò
856,4674,2,297,1888,135.19,77.44,35.25,0.021,Hẹn Hò
811,3739,1,661,1937,125.81,77.37,42.13,0.003,Hẹn Hò
481,4009,1,1327,1952,113.0,72.56,49.69,0.001,Hẹn Hò
346,4396,2,1200,1968,99.5,67.31,60.63,0.004,Hẹn Hò
526,4695,1,1150,1984,93.31,63.31,69.69,0.003,Hẹn Hò
771,4711,2,878,1985,94.0,63.19,70.5,0.001,Hẹn Hò
727,4627,1,607,1969,97.37,64.69,65.31,0.002,Hẹn Hò
740,4399,1,229,1968,97.31,64.62,60.38,0.004,Hẹn Hò
832,4525,2,121,1968,97.06,64.31,59.56,0.024,Hẹn Hò
729,4328,0,102,1953,95.44,63.0,58.63,0.004,Hẹn Hò
217,2875,1,0,1889,91.12,59.81,57.25,0.002,Hẹn Hò
0,1504,0,1,1888,81.31,49.63,47.63,0.033,Hẹn Hò
2,2,2,2,1889,72.25,33.75,37.31,0.002,Hẹn Hò
6,2,1,0,1889,64.5,9.75,30.25,0.017,Hẹn Hò
-1,1,2,3,1888,54.5,-18.62,26.0,0.003,Hẹn Hò
2,1,1,1,1889,43.5,-31.06,24.5,0.001,Hẹn Hò
2,2,2,762,1953,37.19,-36.44,26.44,0.001,Hẹn Hò
0,2,1,712,1905,36.44,-35.69,27.06,0.002,Hẹn Hò
1,0,1,564,1905,38.94,-33.56,32.06,0.005,Hẹn Hò
0,2,0,661,1905,38.88,-33.63,32.75,0.005,Hẹn Hò
0,1,3,575,1904,38.94,-33.5,32.63,0.002,Hẹn Hò
1,2,1,503,1905,39.0,-33.5,32.94,0.038,Hẹn Hò
0,2,1,356,1904,39.31,-33.44,32.88,0.0,Hẹn Hò
0,1,3,422,1904,39.44,-33.44,32.94,0.004,Hẹn Hò
2,1,1,476,1889,39.63,-33.44,33.0,0.034,Hẹn Hò
0,0,1,395,1888,39.69,-33.44,33.0,0.027,Hẹn Hò
-1,1,1,450,1889,39.94,-33.38,33.0,0.001,Hẹn Hò
1,2,0,190,1889,39.94,-33.38,33.0,0.006,Hẹn Hò
0,0,1,120,1889,40.06,-33.38,33.06,0.001,Hẹn Hò
1,1,0,92,1888,40.13,-33.38,33.06,0.001,Hẹn Hò
1,2,1,156,1889,40.13,-33.38,33.06,0.001,Hẹn Hò
-1,1,1,108,1889,40.19,-33.38,33.06,0.002,Hẹn Hò
2,0,1,123,1888,40.13,-33.38,33.13,0.011,Hẹn Hò
2,2,1,201,1889,40.13,-33.38,33.06,0.002,Hẹn Hò
0,1,0,119,1888,40.13,-33.38,33.06,0.038,Hẹn Hò
0,1,1,184,1889,40.13,-33.38,33.06,0.001,Hẹn Hò
-1,2,1,209,1888,40.13,-33.38,33.06,0.166,Hẹn Hò
0,1,1,196,1889,40.13,-33.38,33.06,0.002,Hẹn Hò
2,1,0,219,1889,40.13,-33.38,33.06,0.06,Hẹn Hò
2,1,3,128,1889,40.13,-33.38,33.06,0.001,Hẹn Hò
3,2,1,185,1888,40.13,-33.38,33.06,0.003,Hẹn Hò
1,0,1,224,1889,40.13,-33.38,33.06,0.005,Hẹn Hò
1,0,1,235,1888,40.13,-33.38,33.06,0.001,Hẹn Hò
0,1,0,267,1888,40.13,-33.38,33.06,0.038,Hẹn Hò
2,0,1,183,1889,40.13,-33.38,33.06,0.063,Hẹn Hò
0,0,0,162,1889,40.13,-33.38,33.06,0.002,Hẹn Hò
0,2,1,100,1888,40.13,-33.38,33.06,0.01,Hẹn Hò
1,0,0,145,1888,40.13,-33.38,33.06,0.063,Hẹn Hò
1,0,3,149,1888,40.13,-33.38,33.06,0.001,Hẹn Hò
