flex1,flex2,flex3,flex4,flex5,imu_x,imu_y,imu_z,SIGN
0.002442002442002442,0.004151404151404151,0.005128205128205128,0.004151404151404151,0.0,338.06,-11.19,107.94,O2
0.002442002442002442,0.004151404151404151,0.005128205128205128,0.004151404151404151,0.0,338.0,-11.25,107.94,O2
0.002197802197802198,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,338.0,-11.25,107.94,O2
0.0019536019536019536,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,338.0,-11.25,107.94,O2
0.0019536019536019536,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,337.94,-11.25,107.94,O2
0.0017094017094017094,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,337.94,-11.25,107.94,O2
0.0017094017094017094,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,337.94,-11.31,107.94,O2
0.0019536019536019536,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,337.94,-11.31,107.87,O2
0.0019536019536019536,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,337.87,-11.31,107.87,O2
0.0019536019536019536,0.003907203907203907,0.005372405372405372,0.004151404151404151,0.0,337.87,-11.31,107.87,O2
0.0019536019536019536,0.003907203907203907,0.005372405372405372,0.004151404151404151,0.0,337.87,-11.31,107.87,O2
0.0019536019536019536,0.003907203907203907,0.005372405372405372,0.004151404151404151,0.0,337.87,-11.31,107.87,O2
0.0019536019536019536,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,337.81,-11.31,107.87,O2
0.0019536019536019536,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,337.87,-11.31,107.87,O2
0.0019536019536019536,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,337.87,-11.31,107.87,O2
0.0019536019536019536,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,337.81,-11.31,107.87,O2
0.0019536019536019536,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,337.87,-11.31,107.87,O2
0.0019536019536019536,0.004151404151404151,0.005372405372405372,0.004151404151404151,0.0,337.81,-11.38,107.94,O2
0.0019536019536019536,0.004395604395604396,0.005372405372405372,0.004151404151404151,0.0,337.81,-11.38,107.94,O2
0.0019536019536019536,0.004395604395604396,0.005616605616605617,0.004151404151404151,0.0,337.81,-11.38,107.94,O2
0.0019536019536019536,0.004395604395604396,0.005616605616605617,0.004395604395604396,0.0,337.75,-11.38,107.94,O2
0.0019536019536019536,0.004395604395604396,0.005616605616605617,0.004395604395604396,0.0,337.75,-11.38,107.94,O2
0.0019536019536019536,0.004395604395604396,0.005616605616605617,0.004395604395604396,0.0,337.75,-11.38,107.94,O2
0.0019536019536019536,0.004395604395604396,0.005616605616605617,0.004395604395604396,0.0,337.81,-11.38,107.94,O2
0.0019536019536019536,0.00463980463980464,0.005616605616605617,0.004395604395604396,0.0,337.75,-11.38,107.94,O2
0.0019536019536019536,0.00463980463980464,0.005616605616605617,0.004395604395604396,0.0,337.69,-11.38,107.94,O2
0.0019536019536019536,0.00463980463980464,0.005616605616605617,0.004395604395604396,0.0,337.69,-11.38,107.94,O2
0.0019536019536019536,0.00463980463980464,0.005616605616605617,0.004395604395604396,0.0,337.31,-11.38,108.12,O2
0.0019536019536019536,0.00463980463980464,0.005616605616605617,0.004395604395604396,0.0,335.94,-12.06,107.94,O2
0.0019536019536019536,0.00463980463980464,0.005372405372405372,0.003907203907203907,0.0,330.75,-15.56,109.25,O2
0.0017094017094017094,0.0002442002442002442,0.005616605616605617,0.004395604395604396,0.001221001221001221,331.25,-16.81,108.44,O2
0.0,0.014896214896214897,0.02026862026862027,0.021245421245421246,0.0031746031746031746,328.69,-20.19,105.37,O2
0.005616605616605617,0.03492063492063492,0.035164835164835165,0.0380952380952381,0.00463980463980464,326.12,-21.06,105.25,O2
0.013675213675213675,0.04884004884004884,0.04542124542124542,0.04981684981684982,0.005616605616605617,324.06,-22.44,104.56,O2
0.019291819291819293,0.058363858363858365,0.05274725274725275,0.05811965811965812,0.006349206349206349,322.81,-23.0,104.37,O2
0.022954822954822957,0.06275946275946276,0.05641025641025641,0.06227106227106227,0.006837606837606838,322.56,-23.06,104.31,O2
0.02564102564102564,0.06446886446886448,0.058363858363858365,0.06398046398046398,0.007081807081807082,322.56,-23.06,104.31,O2
0.027106227106227107,0.06495726495726496,0.059096459096459095,0.06471306471306472,0.007326007326007326,323.19,-21.94,104.75,O2
0.027594627594627594,0.06471306471306472,0.059096459096459095,0.0652014652014652,0.007326007326007326,324.31,-19.87,106.12,O2
0.02735042735042735,0.06422466422466422,0.057387057387057384,0.0652014652014652,0.00757020757020757,325.44,-19.25,108.25,O2
0.024175824175824177,0.05934065934065934,0.05396825396825397,0.06153846153846154,0.00757020757020757,332.25,-13.81,111.69,O2
0.018315018315018316,0.04835164835164835,0.04981684981684982,0.05103785103785104,0.006593406593406593,335.87,-11.19,113.94,O2
0.011721611721611722,0.03540903540903541,0.04151404151404151,0.0380952380952381,0.005616605616605617,337.0,-10.38,114.31,O2
0.006105006105006105,0.02490842490842491,0.033455433455433455,0.026617826617826617,0.003907203907203907,336.62,-10.38,114.62,O2
0.0019536019536019536,0.017094017094017096,0.027106227106227107,0.018070818070818073,0.002686202686202686,336.56,-10.38,114.5,O2
0.0009768009768009768,0.011721611721611722,0.022222222222222223,0.011965811965811967,0.0019536019536019536,336.69,-10.38,114.31,O2
0.0029304029304029304,0.007814407814407814,0.018803418803418803,0.00757020757020757,0.001221001221001221,336.37,-10.38,114.19,O2
0.004395604395604396,0.005128205128205128,0.016605616605616606,0.00463980463980464,0.0009768009768009768,335.25,-10.75,113.56,O2
0.005372405372405372,0.003418803418803419,0.015384615384615385,0.0029304029304029304,0.0004884004884004884,334.12,-11.44,111.19,O2
0.005616605616605617,0.003663003663003663,0.016605616605616606,0.003418803418803419,0.0004884004884004884,331.62,-14.0,109.44,O2
0.002686202686202686,0.008791208791208791,0.027106227106227107,0.012698412698412698,0.0014652014652014652,328.87,-17.0,108.81,O2
0.00463980463980464,0.017582417582417582,0.041025641025641026,0.03199023199023199,0.002197802197802198,323.19,-21.06,107.44,O2
0.011477411477411478,0.03663003663003663,0.050793650793650794,0.04566544566544566,0.002686202686202686,322.25,-22.56,106.31,O2
0.01611721611721612,0.04981684981684982,0.057631257631257635,0.05518925518925519,0.0031746031746031746,321.81,-23.06,105.62,O2
0.019536019536019536,0.059096459096459095,0.06153846153846154,0.060805860805860805,0.003418803418803419,320.56,-23.81,105.31,O2
