flex1,flex2,flex3,flex4,flex5,x,y,z,face,SIGN
0,1,1,3,1889,257.56,-63.75,83.5,0.002,Không Thích
2,1,0,2,1888,246.56,-70.5,133.37,0.004,Không Thích
2,0,1,2,1888,247.37,-72.87,133.87,0.001,Không Thích
1,0,0,1,1888,245.56,-74.06,101.12,0.003,Không Thích
3,1,0,1,1888,249.81,-72.5,90.81,0.004,Không Thích
2,1,1,1,1889,255.75,-70.75,88.31,0.003,Không Thích
1,1,1,2,1888,258.12,-69.37,90.5,0.001,Không Thích
2,2,1,2,1888,257.62,-69.31,92.19,0.003,Không Thích
1,2,1,0,1889,256.5,-69.75,94.06,0.001,Không Thích
2,2,0,2,1888,256.0,-69.5,94.56,0.002,Không Thích
1,2,0,1,1888,256.31,-69.06,93.44,0.003,Không Thích
0,1,2,1,1888,256.44,-69.0,92.06,0.001,Không Thích
0,1,1,1,1888,256.56,-68.87,92.25,0.002,Không Thích
0,1,2,0,1888,256.81,-68.62,93.5,0.004,Không Thích
0,3,1,1,1889,257.19,-68.44,94.0,0.002,Không Thích
2,1,0,1,1889,257.25,-68.44,93.5,0.004,Không Thích
2,2,3,0,1889,257.25,-68.44,93.44,0.002,Không Thích
2,2,2,2,1889,257.06,-68.31,93.81,0.004,Không Thích
1,1,1,1,1888,257.12,-68.25,94.06,0.002,Không Thích
2,1,0,2,1889,257.25,-68.19,93.5,0.003,Không Thích
0,0,2,1,1888,257.69,-68.0,92.5,0.001,Không Thích
1,0,1,1,1888,257.94,-67.75,91.87,0.004,Không Thích
1,1,2,1,1888,257.87,-67.94,92.25,0.001,Không Thích
3,1,0,0,1889,257.56,-67.94,92.5,0.002,Không Thích
2,1,1,2,1889,257.31,-67.87,92.44,0.008,Không Thích
1,1,0,2,1888,257.12,-67.75,92.31,0.001,Không Thích
1,1,1,2,1889,257.31,-67.62,92.62,0.003,Không Thích
0,1,1,2,1889,257.69,-67.37,91.69,0.001,Không Thích
1,2,1,1,1889,257.69,-67.0,90.12,0.002,Không Thích
0,2,3,0,1889,257.44,-66.62,90.44,0.005,Không Thích
2,1,2,1,1888,256.94,-65.81,89.56,0.01,Không Thích
1,1,1,0,1888,256.94,-64.06,87.56,0.002,Không Thích
1,1,2,1,1888,257.12,-59.5,82.94,0.002,Không Thích
1,0,0,8,1888,258.87,-55.44,79.25,0.004,Không Thích
0,2,2,10,1888,262.44,-51.13,70.44,0.003,Không Thích
2,1,1,7,1889,266.12,-46.06,56.56,0.004,Không Thích
0,2,1,3,1889,271.56,-38.06,48.56,0.003,Không Thích
1,0,2,11,1889,277.94,-28.06,46.5,0.004,Không Thích
1,1,0,3,1889,293.5,-15.19,48.5,0.006,Không Thích
0,2,1,6,1889,339.5,18.5,50.06,0.005,Không Thích
0,0,1,101,1888,25.19,27.12,34.06,0.006,Không Thích
2,0,2,1,1888,42.25,25.69,34.94,0.004,Không Thích
1,2,-1,1,1889,29.69,27.12,36.13,0.006,Không Thích
2,2,1,0,1888,24.31,28.0,38.0,0.003,Không Thích
2,1,1,23,1889,31.37,24.37,37.25,0.003,Không Thích
1,1,1,3,1889,40.38,22.0,39.56,0.004,Không Thích
1,1,0,0,1889,34.13,22.25,38.06,0.004,Không Thích
2,1,2,1,1888,11.56,19.56,37.19,0.003,Không Thích
2,2,3,133,1889,340.94,4.62,41.19,0.002,Không Thích
1,2,1,83,1888,312.5,-19.56,49.44,0.003,Không Thích
0,1,1,110,1889,286.06,-47.25,52.38,0.003,Không Thích
2,1,1,2,1888,275.06,-59.56,55.88,0.003,Không Thích
1,0,2,3,1889,268.44,-61.5,76.69,0.005,Không Thích
2,1,2,2,1889,259.62,-61.94,101.94,0.005,Không Thích
1,2,1,1,1889,256.0,-64.87,122.25,0.004,Không Thích
2,2,1,0,1889,257.19,-65.56,121.37,0.004,Không Thích
